job_id,job_title,seniority,industry,must_have_skills,nice_to_have_skills,description,responsibilities,requirements
J_000071,Sales Representative,Senior,Logistics,"[Negotiation, Pipeline Management, Prospecting]",[Account Management],We are hiring a Sales Representative to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000072,Full Stack Engineer,Junior,Gaming,"[Docker, JavaScript, Git, Databases, CI/CD]",[Java],We are hiring a Full Stack Engineer to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000073,Business Analyst,Mid,E-commerce,"[Python, Tableau, Data Visualization]",[Excel],We are hiring a Business Analyst to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000074,Business Analyst,Senior,FinTech,"[Pandas, ETL, Statistics, Tableau]",[Power BI],We are hiring a Business Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000075,Customer Support Specialist,Senior,Retail,"[Troubleshooting, Documentation, Ticketing, Customer Satisfaction]",[Communication],We are hiring a Customer Support Specialist to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000076,FP&A Analyst,Junior,Logistics,"[Forecasting, KPIs, Reporting, Accounting]",[Financial Modeling],We are hiring a FP&A Analyst to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000077,Project Manager,Senior,SaaS,"[Stakeholder Communication, Asana, Cross-functional Coordination, Process Improvement]",[Jira],We are hiring a Project Manager to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000078,Backend Engineer,Senior,SaaS,"[Databases, REST APIs, OOP, Git]",[JavaScript],We are hiring a Backend Engineer to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000079,Technical Product Manager,Senior,Cybersecurity,"[Prioritization, Scrum, User Research]",[Stakeholder Management],We are hiring a Technical Product Manager to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000080,Operations Manager,Junior,Retail,"[Stakeholder Communication, Risk Management, Reporting, Cross-functional Coordination, Asana]",[Jira],We are hiring a Operations Manager to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000081,Data Analyst,Senior,FinTech,"[Data Visualization, Pandas, Python]",[Excel],We are hiring a Data Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000082,Product Manager,Junior,Gaming,"[Stakeholder Management, A/B Testing, Roadmap, Product Strategy]",[Scrum],We are hiring a Product Manager to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000083,Software Engineer,Mid,EdTech,"[OOP, Git, CI/CD, Databases, Python]",[Docker],We are hiring a Software Engineer to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000084,FP&A Analyst,Senior,FinTech,"[Valuation, Forecasting, Cash Flow]",[Reporting],We are hiring a FP&A Analyst to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_000085,Technical Product Manager,Mid,Travel,"[Roadmap, User Research, Scrum, Analytics, PRD]",[A/B Testing],We are hiring a Technical Product Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
